         1         3       166   2.4346191E+02   5.9408062E+03   6.0000000E+00
         1         3       167   2.4293291E+02   5.2713145E+03   6.0000000E+00
         1         4       167   2.4209666E+02   1.2452433E+04   6.0000000E+00
         1         4       168   2.4147679E+02   6.8550037E+02   6.0000000E+00
         1         5       167   2.4126794E+02   3.7408872E+03   6.0000000E+00
         1         5       168   2.4067812E+02   8.7603926E+03   6.0000000E+00
         1         6        25   3.4962656E+02   4.0773473E+04   6.0000000E+00
         1         6       167   2.3999908E+02   5.6312500E+03   6.0000000E+00
         1         6       168   2.3942194E+02   6.6011230E+03   6.0000000E+00
         1         6       174   2.3412047E+02   1.1652598E+06   6.0000000E+00
         1         6       175   2.3380060E+02   6.3603037E+03   6.0000000E+00
         1         7        25   3.4945007E+02   9.3841281E+04   6.0000000E+00
         1         7       168   2.3870740E+02   8.5433926E+03   6.0000000E+00
         1         7       169   2.3798541E+02   6.7583223E+03   6.0000000E+00
         1         7       175   2.3322540E+02   7.1725685E+06   6.0000000E+00
         1         8        25   3.4920279E+02   9.4800719E+04   6.0000000E+00
         1         8       169   2.3746925E+02   4.1815762E+03   6.0000000E+00
         1         8       170   2.3666988E+02   1.2760755E+04   6.0000000E+00
         1         8       171   2.3569627E+02   7.8745464E+03   6.0000000E+00
         1         8       172   2.3520837E+02   2.4663735E+03   6.0000000E+00
         1         8       173   2.3403377E+02   1.1773926E+04   6.0000000E+00
         1         8       174   2.3257831E+02   9.3221350E+02   6.0000000E+00
         1         8       176   2.3201413E+02   7.3699419E+03   6.0000000E+00
         1         8       177   2.3153215E+02   3.9697820E+03   6.0000000E+00
         1         9        25   3.4875000E+02   9.9455914E+02   6.0000000E+00
         1         9        26   3.4875000E+02   5.3043950E+03   6.0000000E+00
         1         9       171   2.3484064E+02   5.3273086E+03   6.0000000E+00
         1         9       172   2.3305026E+02   9.0709102E+03   6.0000000E+00
         1         9       174   2.3180666E+02   1.5422605E+04   6.0000000E+00
         1         9       177   2.3098157E+02   8.9837881E+03   6.0000000E+00
         1         9       178   2.3042081E+02   4.2094473E+03   6.0000000E+00
         1        10        16   3.5028372E+02   6.7081570E+06   6.0000000E+00
         1        10        17   3.5009854E+02   9.7636180E+06   6.0000000E+00
         1        10        18   3.4988205E+02   9.4888430E+06   6.0000000E+00
         1        10        25   3.4875000E+02   1.1203784E+07   6.0000000E+00
         1        10       172   2.3131900E+02   2.9906338E+03   6.0000000E+00
         1        10       173   2.3121523E+02   9.8849873E+03   6.0000000E+00
         1        10       174   2.3102950E+02   1.0489874E+03   6.0000000E+00
         1        10       175   2.3070712E+02   1.7705094E+04   6.0000000E+00
         1        10       176   2.3047134E+02   1.1675940E+03   6.0000000E+00
         1        10       177   2.3001732E+02   1.0767217E+04   6.0000000E+00
         1        10       178   2.2977594E+02   1.0962286E+04   6.0000000E+00
         1        11        12   3.5297141E+02   7.3375734E+04   6.0000000E+00
         1        11        13   3.5234610E+02   9.3411540E+06   6.0000000E+00
         1        11        14   3.5161658E+02   1.0116964E+05   6.0000000E+00
         1        11        15   3.5086362E+02   9.9656648E+04   6.0000000E+00
         1        11        16   3.5041125E+02   4.6352164E+04   6.0000000E+00
         1        11        18   3.4976428E+02   9.8705569E+05   6.0000000E+00
         1        11        19   3.4964511E+02   9.6109870E+06   6.0000000E+00
         1        11        23   3.4875000E+02   1.0977893E+04   6.0000000E+00
         1        11        24   3.4875000E+02   1.1126877E+07   6.0000000E+00
         1        11        25   3.4875000E+02   3.7548680E+04   6.0000000E+00
         1        11       166   2.4176424E+02   4.1475771E+03   6.0000000E+00
         1        11       171   2.3169067E+02   2.1953901E+03   6.0000000E+00
         1        11       172   2.3144138E+02   1.2194192E+04   6.0000000E+00
         1        11       174   2.3050829E+02   2.6049038E+03   6.0000000E+00
         1        11       175   2.3029134E+02   1.7220699E+04   6.0000000E+00
         1        11       176   2.2974210E+02   1.7345898E+04   6.0000000E+00
         1        11       177   2.2942917E+02   5.9459058E+03   6.0000000E+00
         1        11       178   2.2925755E+02   7.6766191E+03   6.0000000E+00
         1        11       179   2.2912393E+02   1.4497611E+04   6.0000000E+00
         1        11       180   2.2896669E+02   1.1595057E+04   6.0000000E+00
         1        11       181   2.2889299E+02   6.3440564E+02   6.0000000E+00
         1        11       182   2.2857687E+02   2.9190728E+03   6.0000000E+00
         1        11       183   2.2857185E+02   1.7087310E+06   6.0000000E+00
         1        11       184   2.2857001E+02   1.0666011E+07   6.0000000E+00
         1        11       185   2.2857001E+02   1.2634466E+07   6.0000000E+00
         1        11       186   2.2857001E+02   1.6740636E+06   6.0000000E+00
         1        12        11   3.5401154E+02   1.0341018E+05   6.0000000E+00
         1        12        12   3.5343518E+02   5.0324230E+04   6.0000000E+00
         1        12        19   3.4942072E+02   1.0347454E+07   6.0000000E+00
         1        12        20   3.4927444E+02   2.6614190E+06   6.0000000E+00
         1        12        23   3.4875000E+02   9.8888640E+06   6.0000000E+00
         1        12       166   2.4105818E+02   6.8711699E+03   6.0000000E+00
         1        12       167   2.4021400E+02   6.3031724E+03   6.0000000E+00
         1        12       170   2.3349136E+02   6.1859819E+03   6.0000000E+00
         1        12       171   2.3246317E+02   9.8601943E+03   6.0000000E+00
         1        12       172   2.3155000E+02   5.5503354E+03   6.0000000E+00
         1        12       175   2.2955573E+02   1.6903939E+03   6.0000000E+00
         1        12       176   2.2934048E+02   3.1132644E+03   6.0000000E+00
         1        12       181   2.2862724E+02   2.5434612E+03   6.0000000E+00
         1        12       182   2.2861313E+02   1.0477618E+04   6.0000000E+00
         1        12       183   2.2861501E+02   9.3755884E+02   6.0000000E+00
         1        12       184   2.2866000E+02   1.0358266E+07   6.0000000E+00
         1        13        10   3.5498065E+02   1.3520622E+05   6.0000000E+00
         1        13        11   3.5443649E+02   9.9322842E+03   6.0000000E+00
         1        13        20   3.4911462E+02   1.1553798E+07   6.0000000E+00
         1        13        21   3.4893781E+02   4.1725380E+06   6.0000000E+00
         1        13        22   3.4875000E+02   6.8628815E+06   6.0000000E+00
         1        13        23   3.4875000E+02   8.0151539E+04   6.0000000E+00
         1        13        30   3.4228000E+02   2.6100679E+03   6.0000000E+00
